product_title_ksa,product_title_us,price_ksa_sar,price_us_usd,price_us_in_sar,price_diff_sar,price_diff_percent,match_score
جوال شاومي ريدمي 10C بذاكرة RAM 4Gb، وذاكرة روم 64Gb - لون رمادي جرافيت، 38611,"Motorola Moto G Power 2022, 64GB + 4GB RAM, Dark Grove - Unlocked (Renewed)",599.0,83.99,314.96,284.04,90.18,0.23
تابلت للاطفال من ينوش مقاس 7 انش بنظام اندرويد 3-7، تابلت 32GB للاطفال الصغار مع حافظة واي فاي وكاميرا مزدوجة، تحكم ابوي، تابلت معتمد من جي ام اس,"Apple iPad Air 2 9.7-Inch, 32GB Tablet (Gold) (Renewed)",177.61,87.18,326.92,-149.32,-45.67,0.22
تابلت للاطفال من سن 3-7 سنوات، تابلت اندرويد 13 للاطفال الصغار، تابلت اطفال 7 انش مع حافظة/واي فاي/ذاكرة RAM 8GB وذاكرة روم 64GB قابلة للتوسيع 128GB، بلوتوث، HD IPS، حماية للعين، هدية للاولاد والبنات (زهري),"Apple 2025 iPad Air 13-inch, Wi-Fi, 128GB - Space Gray (Renewed)",289.0,659.99,2474.96,-2185.96,-88.32,0.22
"جيتك حافظة حماية للاطفال لجهاز ايباد 10.2 انش (الجيل التاسع/الثامن/السابع، 2021/2020/2019) مع شاشة حماية مدمجة، غطاء حماية للتابلت بمقبض كامل مضاد للصدمات (لون بنفسجي) | Built-in Screen Protector, Handle Stand, Shockproof Full-Body Protection, Kid-Friendly Design","SEYMAC stock Case for iPad (A16) 11th/10th Generation 11&#x27;&#x27;/10.9&#x27;&#x27; 2025/2022, Full-Body Drop Protection Case with Screen Protector &amp;360° Rotate Hand Strap/Stand, Black",77.99,27.99,104.96,-26.97,-25.7,0.22
تابلت اندرويد 14 10 انش 2 في 1 مع كيبورد وذاكرة RAM 64GB+8GB وشاشة 10.1 انش وكاميرا 8MP وبطارية 6000mAh يتضمن كيبورد وماوس وحافظة وقلم ستايلس وواي فاي 6 وبلوتوث - بينك/فتاة,"2 in 1 Tablet 10 Inch Android 15 Tableta, Tablets with Keyboard Mouse Case Stylus, 8GB RAM 32GB ROM Supports 1TB Expansion, 2MP+8MP Dual Camera Quad Core Processor 6000mAh Battery 10.1 IN FHD Tab Pink",393.79,64.99,243.71,150.08,61.58,0.22
جوال ايفون 12 بذاكرة 64 جيجابايت من ابل، لون أسود (تصميم مطور),"Apple iPhone 12, 64GB, Black - Unlocked (Renewed)",890.0,186.0,697.5,192.5,27.6,0.22
تابلت بيشينج مع حافظة واقية 7 انش IPS 1024*600 اندرويد 15.0 تابلت كمبيوتر RAM 8GB (3+5 توسيع) + روم 32GB بلوتوث 5.0 واي فاي 6 2.4G+5G 2MP + 5MP كاميرا مزدوجة (اسود),Android Tablet 10 Inch Tablet With Case Stylus Android 15 Tablets 8GB RAM 32GB ROM Support 1TB Expansion 6000mah Battery 10.1&quot; IPS HD Touchscreen 2MP+8MP Dual Camera WIFI-6 Bluetooth5.0 Tablets,201.2,59.99,224.96,-23.76,-10.56,0.22
Infinix Hot 60i Dual SIM Sleek Black 8GB RAM 256GB 5G - Middle East Version,"Samsung Galaxy A17 5G A176 Dual Sim 4GB RAM 128GB - Black - 128, W129189135 (4GB RAM 128GB - Black - 128 GB)",548.79,204.5,766.88,-218.09,-28.44,0.22
جوال ايفون 12 ميني من ابل (64 جيجابايت) - لون أزرق (مجدد),"Apple iPhone 12, 64GB, Black - Unlocked (Renewed)",650.0,186.0,697.5,-47.5,-6.81,0.22
"كيبورد QPHWHFQ بلوتوث مضاء خلفياً مع تراك باد و حامل مغناطيسي بإضاءة 7 ألوان لآيباد برو 11 و آيباد إير M4/M3/M2 | Arabic &amp; English, Keyboard Case with Magnetic Stand, Multi-Touch Trackpad, 7-Color Backlight, White","Logitech Combo Touch iPad Air 11 inch Keyboard Case - Midnight Black | Fits M2 M3 &amp; M4 models, compatible with 5th gen, features backlit keys, built-in kickstand for flexible viewing",296.99,199.99,749.96,-452.97,-60.4,0.22
جوال ابل ايفون 11 (64 جيجا) - أبيض (المطور),"Apple iPhone 11, 64GB, Black - Unlocked (Renewed)",740.0,172.0,645.0,95.0,14.73,0.22
"واقي شاشة من جيه تك لآيباد برو 12.9 بوصة (2022/2021/2020/2018) من الزجاج المقسى قطعة واحدة مقاوم للخدش و مضاد للبصمات | For 2022/2021/2020/2018 Model, Auto Alignment Installation, HD Clear, Tempered Glass, Bubble-Free Application","Apple 2022 iPad Pro, 12.9-inch, 128GB - Space Gray (Renewed)",56.99,609.95,2287.31,-2230.32,-97.51,0.21
تلفزيون سامسونج 43 بوصة FHD F6000F، محتويات مجانية من سامسونج TV بلس ومؤمن بواسطة نوكس ويدعم HDR واو تي اس لايت طراز UA43F6000FUXSA من سامسونج (نسخة 2025 المملكة العربية السعودية),"Samsung 32-Inch Class HD H5000F Smart TV (2025 Model) HDR, Object Tracking Sound Lite, Knox Security, One UI Tizen",979.0,97.96,367.35,611.65,166.5,0.21
لينوفو لابتوب 2 في 1 للطلاب الجيل الثالث 500 واط بشاشة لمس HD 11.6 انش ومعالج انتل بنتيوم سيلفر N6000 وذاكرة RAM 8GB وSSD 128GB وHDMI وكاميرا ويب وقارئ بطاقات MicroSD ولوحة لمس وواي فاي 6 وويندوز 11,"HP 14 Laptop, Intel N150, 4GB DDR5 RAM, 128GB SSD, Windows 11",715.24,299.99,1124.96,-409.72,-36.42,0.21
غطاء كاميرا خصوصية، غطاء كاميرا ويب متوافق مع ايباد/ايباد برو/ايباد اير/ايباد ميني/جالكسي تاب اس 11/جالكسي تاب اس ال الترا، حماية الخصوصية والامان، حماية من انزلاق الكاميرا، عبوة من قطعتين,"Apple 2024 iPad Air, 11-inch, Wi-Fi, 128GB - Starlight (Renewed)",72.88,459.95,1724.81,-1651.93,-95.77,0.21
غطاء كاميرا خصوصية، غطاء كاميرا ويب متوافق مع ايباد/ايباد برو/ايباد اير/ايباد ميني/جالكسي تاب اس 11/جالكسي تاب اس ال الترا، حماية الخصوصية والامان، حماية من انزلاق الكاميرا، عبوة من قطعتين,"Apple 2024 iPad Air, 11-inch, Wi-Fi, 128GB - Starlight (Renewed)",71.32,459.95,1724.81,-1653.49,-95.87,0.21
تابلت كوبيسي اندرويد 14 مقاس 7 انش مع حافظة وذاكرة RAM 8GB وروم 32GB قابل للتوسيع 1TB ومعالج رباعي النواة 1.6GHz وشاشة لمس HD 1024×600 IPS 7 انش وكاميرا 5MP وواي فاي والالعاب وبلوتوث,"HOTTABLET Tablet 7Inch Android 14.0 with Protective Case, 8GB(3+5GB Expand) RAM+ 32GB ROM, IPS Screen, Dual Camera, Bluetooth 5.0 WiFi Tab (Black)",209.48,40.99,153.71,55.77,36.28,0.21
تابلت 10 انش اندرويد 15 من هوت تابلت، 12 (4+8 توسيع) GB RAM + ذاكرة روم 64GB، كاميرا مزدوجة 2+8MP، بطارية 6000mAh (تابلت + حافظة + قلم ستايلس) (اسود),"2 in 1 Tablet 10 Inch Android 15 Tableta, Tablets with Keyboard Mouse Case Stylus, 8GB RAM 32GB ROM Supports 1TB Expansion, 2MP+8MP Dual Camera Quad Core Processor 6000mAh Battery 10.1 IN FHD Tab Pink",297.26,64.99,243.71,53.55,21.97,0.21
تابلت فولينتكس 10 انش للاطفال مع حافظة، تابلت اندرويد 15 للاعمار من 3-12، لوحة تعليمية 64GB، تحكم ابوي، 5G WIFI6، كاميرا مزدوجة، 6000mAh، بلوتوث (ازرق),"Tablet Android 16 10 Inch 12GB RAM+64GB ROM/ 1TB Expandable, 1280 * 800 HD Touch Screen, 5G WiFi6 BT 5.0, 2 in 1 Tab with Keyboard Case Mouse Stylus (Pink)",374.12,62.99,236.21,137.91,58.38,0.21
"قلم اير 8 لجهاز ابل ايباد 2018-2025، (عمر بطارية 20 ساعة)، شحن سريع خلال دقائق، قلم عالي الدقة لأجهزة ايباد 11 A16/10/9/8/7/الجيل السادس، برو 12.9/11/13 بوصة M4، اير 3/4/5/M2/M3 من ميتابين (أبيض) | 20-Hour Battery Life, 0.1mm Precision Pencil for iPad A16/11/10/9/8/7/6, Pro 12.9/11/13&quot; M4/M5, Air3/4/5/M2/M3/M4, Mini 5/6","Apple iPad Air, 2025 with M3 Chip (11-inch, Wi-Fi, 128GB) - Purple (Renewed)",64.99,589.0,2208.75,-2143.76,-97.06,0.21
تابلت 10.1 انش، ذاكرة RAM سعة 4 GB وذاكرة داخلية سعة 128 GB، معالج ثماني النواة، شاشة بدقة 1280×800 بخاصية IPS، تقنية واي فاي، جي بي اس، ثنائي شرائح الاتصالل، غطاء من المعدن (ازرق),"Tablet Android 16 10 Inch 12GB RAM+64GB ROM/ 1TB Expandable, 1280 * 800 HD Touch Screen, 5G WiFi6 BT 5.0, 2 in 1 Tab with Keyboard Case Mouse Stylus (Pink)",418.88,62.99,236.21,182.67,77.33,0.21
تابلت لينوفو بنظام اندرويد وشاشة شاشة 10.1 بوصة FHD، معالج ميديا تيك هيليو G85، سعة تخزين 64GB، واي فاي 6، رام 4GB، رمادي لونا + حافظة شفافة,"Apple 2021 iPad 10.2-inch, Wi-Fi, 64GB, Silver (Renewed)",733.54,177.0,663.75,69.79,10.51,0.21
تابلت اندرويد 10.1 بوصة، رام 8 جيجابايت وذاكرة تخزين داخلية 256 جيجابايت وشاشة لمس IPS مقاس 1280×800 HD، ثنائي شرائح الاتصال مع واي فاي ثنائي التردد وGMS وبلوتوث 5.0 وكاميرا مزدوجة من اس في مان، ذهبي,"Tablet Android 16 10 Inch 12GB RAM+64GB ROM/ 1TB Expandable, 1280 * 800 HD Touch Screen, 5G WiFi6 BT 5.0, 2 in 1 Tab with Keyboard Case Mouse Stylus (Pink)",409.88,62.99,236.21,173.67,73.52,0.21
"حافظة حماية من جي إي تك لآيباد برو 11 إنش (موديل 2022/2021)، فوليو دوارة من البولي كربونات و البولي يوريثان باللون الوردي الذهبي | Cover for 2022/2021 Model, Multi-Angle Stand, Clear Back Design, Auto Wake/Sleep, Pencil Holder, Full Protection","MoKo for iPad (A16) 11th Generation Case, iPad 10th Gen Case, Navy Blue | For iPad 11/10.9 Inch Case 2025/2022, Slim Stand Hard PC Translucent Back Shell Smart Cover,Support Touch ID,Auto Wake/Sleep ClimatePartner certified",70.99,9.95,37.31,33.68,90.26,0.21
ايه جي ام هاتف ذكي صغير غير مقفل 4G، شاشة صغيرة 12.60 سم بيد واحدة مع اندرويد 16 جو. IP54 مقاوم للغبار والرذاذ، بطارية 3000mAh، ثنائي شرائح الاتصال، 256GB قابلة للتوسيع للنسخ الاحتياطي وكبار السن,"Apple iPhone 16 Pro Max, 256GB, Black Titanium - Unlocked (Renewed)",349.0,812.46,3046.73,-2697.73,-88.55,0.2
موتورولا جوال ايدج 60 فيوجن ثنائي شرائح الاتصال بذاكرة روم 256GB وذاكرة RAM 8GB (جي اس ام فقط | بدون سي دي ام ايه) هاتف ذكي 5G مفتوح من المصنع (بانتون سليب ستريم) - اصدار عالمي,"Motorola Moto Razr 40 5G 2023, 128GB + 8GB RAM, Sage Green - Unlocked (Renewed)",989.0,224.97,843.64,145.36,17.23,0.2
A100Cs Could White 2+4GB RAM 64GB 4G - اصدار الشرق الاوسط,"Motorola Moto G Power 2022, 64GB + 4GB RAM, Dark Grove - Unlocked (Renewed)",319.0,83.99,314.96,4.04,1.28,0.2
جوال سامسونج جالكسي A06 LTE ثنائي شرائح الاتصال يعمل بنظام أندرويد بذاكرة رام 4 جيجابايت وسعة تخزين 64 جيجابايت، لون أسود (إصدار المملكة العربية السعودية),"Samsung Galaxy A11, 32GB - Unlocked (Renewed)",499.0,74.44,279.15,219.85,78.76,0.2
تابلت للاطفال الصغار من فيسووي، تابلت اندرويد 7 انش مع واي فاي وكاميرا مزدوجة وبلوتوث ومراقبة الوالدين وحافظة مضادة للصدمات العاب تعليمية 32GB روم للاعمار من 3-14 سنة (ازرق),"Apple iPad Air 2 9.7-Inch, 32GB Tablet (Gold) (Renewed)",199.99,87.18,326.92,-126.94,-38.83,0.2
تابلت ايه 17 برو ماكس 10.1 انش بنظام اندرويد 15 وذاكرة RAM 24GB وروم 1TB وبطارية 10000mAh وواي فاي 5G وشاشة FHD IPS ومعالج ثماني النواة وبلوتوث وكاميرا مزدوجة,"HP 17 Inch FHD Laptop Computer for Business &amp; Students 32GB RAM 1TB SSD | AMD R5 7430U Processor, 17.3 inch FHD IPS Display, Windows 11 Pro, Copilot AI Key, Fast Charging, Wi-Fi 6",400.0,899.99,3374.96,-2974.96,-88.15,0.2
"حافظة حماية من جيه تك لآيباد إير 11 و10.9 بوصة وآيباد برو 11، غطاء من جلد PU وألياف دقيقة باللون الأسود | For iPad Air 11&quot; (2026-2024) &amp; Air 5/4 10.9&quot; (2022/2020)&amp;iPad Pro 11 (2018), Slim Smart Design Cover, Lightweight Protection","Apple 2022 iPad Air (10.9-inch, Wi-Fi, 64GB) - Starlight (Renewed)",65.69,314.19,1178.21,-1112.52,-94.42,0.2
واقي شاشة من بروكيس لآيباد إير 5 و4 وآيباد برو 11 من الزجاج المقسى عدد 2 بصلابة 9H مقاوم للخدش ومضاد للصدمات | Tempered Glass for iPad Air 10.9&quot; 5th/4th Gen 2022/2020 and iPad Pro 11&quot; 4th/3rd/2nd/1st Gen 2022-2018,"Apple 2020 iPad Pro 2nd Gen 11 inch, Wi-Fi, 128GB Silver (Renewed)",48.99,379.95,1424.81,-1375.82,-96.56,0.2
قلم ستايلس من ديجيروت متوافق مع آيباد، ميلك أبيض | قلم ايباد بمنفذ USB-C للشحن السريع لمدة 15 دقيقة مع خاصية رفض راحة اليد وحساسية الميل لجهاز ايباد 2018-2026 برو اير ميني,"Apple iPad Pro (12.9-inch, Wi-Fi, 64GB) - Silver (2018) (Renewed)",79.99,309.95,1162.31,-1082.32,-93.12,0.2
كابل من أفيبريكس بطول 1 متر نوع USB-C إلى HDMI متوافق مع آيفون 17 وماك بوك برو وآيباد برو وجالاكسي S26 وسيرفس بوك 2,"Apple 2022 iPad Pro, 12.9-inch, 128GB - Space Gray (Renewed)",80.99,609.95,2287.31,-2206.32,-96.46,0.2
"حافظة حماية من جيتك لجهاز آيباد ميني A17 برو (2024)، بتصميم غطاء مصنوعة من PU-PC بلون ستارلايت | Slim Smart Design Cover, Auto Wake/Sleep, Lightweight Protection","MoKo for iPad (A16) 11th Generation Case, iPad 10th Gen Case, Navy Blue | For iPad 11/10.9 Inch Case 2025/2022, Slim Stand Hard PC Translucent Back Shell Smart Cover,Support Touch ID,Auto Wake/Sleep ClimatePartner certified",64.99,9.95,37.31,27.68,74.18,0.2
تابلت للاطفال مقاس 7 انش، اندرويد 14، ذاكرة RAM 8GB، تخزين 128GB، تحكم ابوي، حافظة مضادة للصدمات، واي فاي وبلوتوث، كاميرا مزدوجة، صديق للاطفال (ازرق),"HP 14 Laptop, Intel N150, 4GB DDR5 RAM, 128GB SSD, Windows 11",199.0,299.99,1124.96,-925.96,-82.31,0.2
جيتك حافظة لجهاز ايباد ميني الجيل الخامس (2019)، اسود | تصميم خلفي شفاف نحيف، حامل ثلاثي الطيات، خاصية التنبيه/النوم التلقائي، غطاء خفيف الوزن مضاد للصدمات,"2019 Apple iPad Air (10.5-inch, WiFi, 256GB) - Gold (Renewed)",44.99,249.0,933.75,-888.76,-95.18,0.2
جهاز نسخ احتياطي لكبار السن والأطفال، جوال كلاسيكي قابل للطي، ثنائي شرائح الاتصال، شاشة 2.8 بوصة + 2.4 بوصة، مع زر استغاثة وبطارية 1200 ميلي امبير في الساعة، جوال كبير بلوحة مفاتيح كبيرة - لون رمادي,"Apple iPad Air 2 9.7-Inch, 32GB Tablet (Gold) (Renewed)",249.99,87.18,326.92,-76.94,-23.53,0.2
قلم ابل برو,"Apple iPhone 16 Pro Max, 256GB, Black Titanium - Unlocked (Renewed)",499.0,812.46,3046.73,-2547.73,-83.62,0.2
موتورولا جوال ايدج 60 فيوجن ثنائي شرائح الاتصال بذاكرة روم 256GB وذاكرة RAM 8GB (جي اس ام فقط | بدون سي دي ام ايه) هاتف ذكي 5G مفتوح من المصنع (بانتون امازونيت) - اصدار عالمي,"Motorola Moto Razr 40 5G 2023, 128GB + 8GB RAM, Sage Green - Unlocked (Renewed)",989.0,224.97,843.64,145.36,17.23,0.2
تلفزيون صغير محمول تيني تي في 2 من تايني سيركيتس - شاشة IPS 1.14 بوصة، مقاطع فيديو محملة مسبقا وقابلة للتحميل، USB نوع سي قابل لاعادة الشحن، تحكم بمقبض + جهاز تحكم صغير (بني),"Apple iPhone 14, 128GB, Purple - Unlocked (Renewed)",336.0,300.21,1125.79,-789.79,-70.15,0.2
تابلت T50 اندرويد 16 11 بوصة ذاكرة رام 24GB (6+18GB قابلة للتوسيع) 128GB ROM (2TB TF) تابلت ألعاب ثماني النواة، شاشة 90Hz للعناية بالعين بطارية 8000mAh شحن عكسي اوه تي جي جيميني ذكاء اصطناعي من تابوي,"Apple 2025 iPad 11-inch (Wi-Fi, 128GB) - Silver (Renewed)",599.99,385.25,1444.69,-844.7,-58.47,0.2
تابلت اندرويد 15 بشاشة 10 بوصة وذاكرة RAM 20GB + ذاكرة ROM 128GB/قابلة للتوسيع حتى 2 تيرابايت ومعالج رباعي النواة بسرعة 2.0GHZ وشاشة عالية الدقة 1280×800P، G5، واي فاي 6، بلوتوث 5.0 وحافظة من كوبيسي,"Apple 2019 iPad 10.2-inch, Wi-Fi, 128GB - Space Gray (Renewed)",391.41,145.0,543.75,-152.34,-28.02,0.19
اوسكار تلفزيون ذكي 50 بوصة UHD 4K QLED | ال جي ويب او اس مع شاشة عرض متعددة اللغات | تصميم بدون اطار | HDR10، صوت دولبي | تحكم صوتي | واي فاي وبلوتوث | ضمان لمدة عامين - OS50QLEDWP,INSIGNIA 55-inch Class QF Series LED 4K UHD QLED Smart Fire TV with Alexa Voice Remote (NS55-UQFL26),929.0,239.99,899.96,29.04,3.23,0.19
هواوي ميت باد SE 11 AGASSI6-W19B 128GB و4GB لون رمادي عربي، هواوي كير بلس لمدة 12 شهرًا (حصري من أمازون),"HP 14 Laptop, Intel N150, 4GB DDR5 RAM, 128GB SSD, Windows 11",699.0,299.99,1124.96,-425.96,-37.86,0.19
آيباد باد اس اي (رمادي جرافيت RAM 8 جيجابايت من شاومي، تخزين 256) - شاشة 11 بوصة FHD+ للعناية بالعين، منصة موبايل سناب دراجون 680 6 نانومتر | معدل تحديث سلس 90 خرتز | مكبرات صوت رباعية مع دولبي اتموس,"Apple 2025 iPad 11-inch (Wi-Fi, 128GB) - Silver (Renewed)",777.09,385.25,1444.69,-667.6,-46.21,0.19
تابلت 10 بوصة مع لوحة مفاتيح 2×1 اندرويد 15 تابلت يتضمن حافظة ماوس ستايلس بطارية 6000 مللي أمبير 8 جيجا +32 جيجا يدعم 1024 جيجا قابل+ للتوسيع 10.1 بوصة كاميرا مزدوجة 2 + 8 ميجا واي فاي 6 بلوتوث تاب,"Apple iPad, 10.2-Inch, Wi-Fi, 32GB, Space Gray (Renewed)",350.24,99.0,371.25,-21.01,-5.66,0.19
تابلت 10 بوصة 1920×1200 بشاشة لمس شفافة IPS اندرويد 13 وذاكرة رام 12GB وروم 512GB وذاكرة قابلة للتوسيع وبطارية 8000mAh بوقت استعداد طويل واتصال بلوتوث وكاميرا مزدوجة 13MP+26MP وشبكة WiFi 5G من ايكام,"Apple 2020 iPad 10.2-inch, WiFi, 32GB - Silver (Renewed Premium)",472.14,135.99,509.96,-37.82,-7.42,0.19
اونر تابلت باد 8 6GB 128GB بشاشة عرض كاملة 12 انش 2K و8 مكبرات صوت 7250mAh وشحن سريع 22.5 واط، سناب دراغون 680 اندرويد مع خدمة واي فاي وتابلت جوجل، ازرق,"Apple 2022 iPad Pro, 12.9-inch, 128GB - Space Gray (Renewed)",729.0,609.95,2287.31,-1558.31,-68.13,0.19
تابلت اي دبليو اي جي جو بنظام اندرويد 14 مع حافظة مقاس 7 انش وذاكرة RAM 8GB وروم 32GB قابل للتوسيع و1TB وكاميرا 5MP ومعالج رباعي النواة 1.6GHz وبطارية 3000,"HOTTABLET Tablet 7Inch Android 14.0 with Protective Case, 8GB(3+5GB Expand) RAM+ 32GB ROM, IPS Screen, Dual Camera, Bluetooth 5.0 WiFi Tab (Black)",197.28,40.99,153.71,43.57,28.34,0.19
جهاز تابلت اندرويد 15 2 في 1 ذاكرة رام 18GB وذاكرة ROM سعة 128GB حتى 2TB معالج رباعي النواة 2.0GHz وشاشة لمس HD 10 بوصة واي فاي 6 تردد 2.4G/5G بلوتوث 5.0 مع لوحة مفاتيح وحافظة وماوس وقلم لمس، 10 بوصة,"Tablet Android 16 10 Inch 12GB RAM+64GB ROM/ 1TB Expandable, 1280 * 800 HD Touch Screen, 5G WiFi6 BT 5.0, 2 in 1 Tab with Keyboard Case Mouse Stylus (Pink)",364.75,62.99,236.21,128.54,54.42,0.19
سامسونج هاتف ذكي جالكسي ايه 17 5G، شاشة 6.7 انش سوبر اموليد 90 هرتز، كاميرا ثلاثية 50MP OIS | اكسينوس 1330 | بطارية 5000mAh | اندرويد 15 ون UI 7 | 8GB RAM 256GB | شحن سريع 25 واط (اسود),"Tracfone Samsung Galaxy A17 5G, 128GB, 50MP Camera (Locked to | Prepaid Smartphone - 6.7&quot; Super AMOLED 90Hz Display, 5000mAh Battery, 4GB RAM, Black",989.0,119.0,446.25,542.75,121.62,0.19
تلفزيون سمارت 50 بوصة بدقة 4K UHD QLED من ارو، RO-50LPWQ | شاشة كبيرة مقاس 50 انش مع تقنية كيو ال اي دي المتقدمة للحصول على ألوان نابضة بالحياة وسطوع محسن.,INSIGNIA 55-inch Class QF Series LED 4K UHD QLED Smart Fire TV with Alexa Voice Remote (NS55-UQFL26),993.0,239.99,899.96,93.04,10.34,0.19
"حافظة حماية من جيه تك لآيباد إير 11 إنش و10.9 إنش، حافظة مصنوعة من TPU بلون شفاف | For iPad Air 11&quot; (2026-2024) &amp; Air 5/4 10.9&quot; (2022/2020), Soft TPU Clear, Shockproof Slim, Support Pencil Pro/2nd Charging","Apple 2020 iPad Pro 2nd Gen 11 inch, Wi-Fi, 128GB Silver (Renewed)",39.99,379.95,1424.81,-1384.82,-97.19,0.19
برايتووم تابلت TAB11 10 انش، ثماني النواة، 128GB، واي فاي 6، شاشة HD IPS، كاميرا مزدوجة، بلوتوث، اف ام، USB C، تابلت مع حافظة,"Apple 2019 iPad 10.2-inch, Wi-Fi, 128GB - Space Gray (Renewed)",402.07,145.0,543.75,-141.68,-26.06,0.19
تابلت هونر باد X8b واي فاي بشاشة 11 بوصة 90Hz FHD وبطارية 10100mAh ورام 4GB وسعة تخزين 64GB قابلة للتوسعة حتى 1TB مقاومة سقوط معتمدة من SGS 5 نجوم مع 4 مكبرات صوت وشحن سريع 15 واط وهيكل معدني، رمادي,"Apple iPad Pro (11-inch, Wi-Fi, 64GB) - Space Gray (2018) (Renewed)",649.0,265.0,993.75,-344.75,-34.69,0.19
"غطاء حماية من جيتك مصنوع من البولي يوريثين الحراري والبولي كربونات ل ايباد برو 13 انش M4 (2024) شفاف | Anti-Yellowing, Shockproof, Hard PC Back, Soft TPU Bumper, Slim Fit Cover, Supports Pencil Pro Charging","Apple iPad Pro 2024 (13-inch, Wi-Fi, 256GB) - Space Black (Renewed)",48.99,989.01,3708.79,-3659.8,-98.68,0.19
تابت AGM PAD P2 اندرويد 14، 16(8+8) GB RAM + 256GB ROM (2TB TF)، تابلت هيليو G99 للألعاب مع حافظة، 4G ثنائي شرائح الاتصال، 5GHz WiFi، 7850mAh، 50MP+8MP/BT5.2/GPS/Type C/ شاشة FHD 1920×1200 بوصة/بوصلة,"URAO Tablet｜14 inch Android 16 Tablet｜30GB RAM 256GB ROM ｜1920 * 1200 IPS FHD｜10000mAh 30W Fast Charging｜Octa-core Processor｜Wi-Fi 6, BT 5.4｜Dual Camera with Gemini AI｜Keyboard｜Stylus｜Case｜Headphone",547.19,239.99,899.96,-352.77,-39.2,0.19
بلاك فيو لينك 8 | 12.7 انش 2K+ 90Hz | ذاكرة RAM 18GB + 256GB | ارجواني كلاودي | Tablet WiFi | 8400 mAh | 16MP + 13MP | Quad Box Stereo | GPS | BT Keyboard &amp; Wireless Mouse,"Tablet 11 Inch, Android 16 Tablet, Gray | Octa-Core, 20GB RAM + 128GB ROM, 1TB Expandable, 90Hz IPS Touchscreen, 8800mAh, WiFi 6, BT 5.2, GPS, Dual Camera",967.01,74.79,280.46,686.55,244.79,0.18
تابلت للاطفال 7 انش، رباعي النواة اندرويد 12 2GB 32GB، تحكم ابوي، حماية العين، حافظة مضادة للصدمات، كاميرا مزدوجة، واي فاي، بلوتوث، تابلت تعليمي للاطفال - سبيس مان (ازرق),"Apple iPad Air 2 9.7-Inch, 32GB Tablet (Gold) (Renewed)",299.99,87.18,326.92,-26.94,-8.24,0.18
تابلت اندرويد من رويكياي، تابلت 7 انش مع معالج ثماني النواة، ذاكرة RAM 2GB + توسيع 32GB + 1TB، عمر بطارية طويل، واي فاي 2.4G/5G، بلوتوث، كاميرا مزدوجة، بلاي معتمد من جي ام اس,"Tablet Android 16 10 Inch 12GB RAM+64GB ROM/ 1TB Expandable, 1280 * 800 HD Touch Screen, 5G WiFi6 BT 5.0, 2 in 1 Tab with Keyboard Case Mouse Stylus (Pink)",198.1,62.99,236.21,-38.11,-16.13,0.18
لابتوب لينوفو 15.6 انش FHD، رايزن 3 حتى 3.50 GHz، RAM 8GB Ddr4 SSD NVME M.2 500GB HDMI، كاميرا ويب، واي فاي، ويندوز 10+ اوفيس 2019، كيبورد كويرتي ايطالي,Lenovo IdeaPad Slim 3 • 15.6&quot; FHD Business Laptop • AMD Ryzen 5 • 8GB RAM DDR5 • 256GB SSD • 2026 Edition • Windows 11,549.7,499.99,1874.96,-1325.26,-70.68,0.18
جوال نوثينج (3a) لايت 5G / 8 جيجابايت / 128 جيجابايت / 6.77 بوصة اموليد مرن LTPS/ كاميرا 50 ميجابكسل / 5000 ميلي امبير في الساعة / أسود,"Google Pixel 8 5G,US Version, 128 GB Obsidian - Unlocked (Renewed)",849.0,288.96,1083.6,-234.6,-21.65,0.18
جوال بوكو M7 برام 6 جيجا وسعة داخلية 128 جيجا، إصدار اللغة الإنجليزية، أسود,"Google Pixel 8 5G,US Version, 128 GB Obsidian - Unlocked (Renewed)",679.0,288.96,1083.6,-404.6,-37.34,0.18
A7 بدون كاميرا وبدون نظام تحديد المواقع، ذاكرة RAM 12GB (4GB + 8GB قابلة للتوسيع) روم 128GB، شاشة 6.67 انش HD+، شريحتين اتصال، بطارية 5000mAh، 4G، ان اف سي، اندرويد 16 - اسود كوزميك,"Apple iPhone 16, 128GB, Teal - Unlocked (Renewed)",869.0,558.25,2093.44,-1224.44,-58.49,0.18
حافظة حماية من بروكيس لآيباد إير 11 و10.9 إنش، غطاء مصنوع من TPU بلون سكاي أزرق | Pencil holder with trifold stand and soft TPU back for iPad Air 11&quot; M4/M3/M2 and 10.9&quot; 5th/4th Gen,"Logitech Combo Touch iPad Air 11 inch Keyboard Case - Midnight Black | Fits M2 M3 &amp; M4 models, compatible with 5th gen, features backlit keys, built-in kickstand for flexible viewing",56.99,199.99,749.96,-692.97,-92.4,0.18
تابلت للاطفال 7 انش، رباعي النواة اندرويد 12 2GB 32GB، تحكم ابوي، حماية العين، حافظة مضادة للصدمات، كاميرا مزدوجة، واي فاي، بلوتوث، تابلت تعليمي للاطفال - شنطة (اسود),"Apple iPad Air 2 9.7-Inch, 32GB Tablet (Gold) (Renewed)",249.99,87.18,326.92,-76.94,-23.53,0.18
