asin,product_title,product_price,product_original_price,currency,product_star_rating,product_num_ratings,product_url,product_photo,product_num_offers,product_minimum_offer_price,is_best_seller,is_amazon_choice,is_prime,climate_pledge_friendly,sales_volume,delivery,has_variations,product_badge,product_availability,coupon_text,book_formats,unit_price,unit_count,book_format,product_byline,price_missing,has_discount,market,source,position,device_category
B0CMYVHC7D,"Apple 2022 iPad Pro 6th Gen (12.9-inch, Wi-Fi, 256GB) - Space Gray (Renewed Premium)",780.43,780.43,USD,4.3,107.0,https://www.amazon.com/dp/B0CMYVHC7D,https://m.media-amazon.com/images/I/718rVBWPPoL._AC_UY654_QL65_.jpg,2.0,545.0,False,False,False,False,,FREE delivery Sep 25 - Oct 10Or fastest delivery Sep 25 - Oct 8,True,,,,,,,,,False,False,US,,,
B0BFC1JQX9,"Apple 2019 iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (Renewed Premium)",104.0,104.0,USD,4.2,667.0,https://www.amazon.com/dp/B0BFC1JQX9,https://m.media-amazon.com/images/I/61m8rRc8RfL._AC_UY654_QL65_.jpg,11.0,95.76,False,False,True,False,500+ bought in past month,"Join Prime to get FREE delivery Tomorrow, Sep 11Or Non-members get FREE delivery Tue, Sep 15",True,,,,,,,,,False,False,US,,,
B07VMB5L3C,"Apple iPad Air (10.5-inch, Wi-Fi, 64GB) Space Gray (Renewed)",159.0,159.0,USD,4.3,3007.0,https://www.amazon.com/dp/B07VMB5L3C,https://m.media-amazon.com/images/I/61ndZOFr+uL._AC_UY654_QL65_.jpg,5.0,117.99,False,False,False,False,200+ bought in past month,"FREE delivery Tomorrow, Sep 11",True,,,,,,,,,False,False,US,,,
B0BFC24JZC,"Apple 2020 iPad Air (10.9-inch, Wi-Fi, 64GB) Green (Renewed Premium)",269.0,269.0,USD,4.4,249.0,https://www.amazon.com/dp/B0BFC24JZC,https://m.media-amazon.com/images/I/714ottwzRWL._AC_UY654_QL65_.jpg,1.0,269.0,False,False,False,False,,"FREE delivery Sat, Sep 12Only 2 left in stock - order soon.",True,,Only 2 left in stock - order soon.,,,,,,,False,False,US,,,
B09G9FPHY6,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Space Gray EPEAT",256.74,256.74,USD,4.8,75680.0,https://www.amazon.com/dp/B09G9FPHY6,https://m.media-amazon.com/images/I/61NGnpjoRDL._AC_UY654_QL65_.jpg,7.0,256.74,False,False,False,True,100+ bought in past month,,True,,,,,,,,,False,False,US,,,
B0F52SK1SH,"Apple 2025 iPad Air 13-inch, Wi-Fi, 128GB - Space Gray (Renewed)",659.99,659.99,USD,4.6,91.0,https://www.amazon.com/dp/B0F52SK1SH,https://m.media-amazon.com/images/I/71H57HJ9k8L._AC_UY654_QL65_.jpg,1.0,659.99,False,False,False,False,,"FREE delivery Sep 17 - 23Or fastest delivery Fri, Sep 18Only 1 left in stock - order soon.",True,,Only 1 left in stock - order soon.,,,,,,,False,False,US,,,
B078J5K6MD,"Apple 2017 iPad (9.7-inch, WiFi + Cellular, 32GB) - Space Gray (Renewed)",88.8,88.8,USD,4.4,1886.0,https://www.amazon.com/dp/B078J5K6MD,https://m.media-amazon.com/images/I/61zX6N-icvL._AC_UY654_QL65_.jpg,13.0,72.0,False,False,True,False,100+ bought in past month,"Join Prime to get FREE delivery Today 5 PM - 10 PMOr Non-members get FREE delivery Tue, Sep 15",False,,,,,,,,,False,False,US,,,
B08B2VRMGY,"Apple 2020 iPad Pro 2nd Gen 11 inch, Wi-Fi, 128GB Silver (Renewed)",379.95,379.95,USD,4.4,1908.0,https://www.amazon.com/dp/B08B2VRMGY,https://m.media-amazon.com/images/I/71FmP3hAiuL._AC_UY654_QL65_.jpg,7.0,340.0,False,False,False,False,,"FREE delivery Tomorrow, Sep 11",True,,,,,,,,,False,False,US,,,
B07BKBB4N5,"Apple iPad (5thGEneration) Wi-Fi, 128GB - Space Gray (Renewed)",104.68,110.0,USD,4.4,4201.0,https://www.amazon.com/dp/B07BKBB4N5,https://m.media-amazon.com/images/I/61tXGDBq-VL._AC_UY654_QL65_.jpg,14.0,88.0,False,False,False,False,200+ bought in past month,"FREE delivery Tue, Sep 15Only 1 left in stock - order soon.",False,,Only 1 left in stock - order soon.,,,,,,,False,True,US,,,
B0CKS7LD9N,"Apple 2022 iPad Pro, 11-inch, WiFi, 128GB, Space Gray (Renewed Premium)",702.47,702.47,USD,4.4,58.0,https://www.amazon.com/dp/B0CKS7LD9N,https://m.media-amazon.com/images/I/81gC7frRJyL._AC_UY654_QL65_.jpg,1.0,702.47,False,False,True,False,,"Join Prime to get FREE delivery Today 5 PM - 10 PMOr Non-members get FREE delivery Tue, Sep 15",True,,,,,,,,,False,False,US,,,
B0D3J6RTCT,"Apple iPad Air 13-inch (M2): Built for Apple Intelligence, Liquid Retina Display, 128GB, 12MP Front/Back Camera, Wi-Fi 6E, Touch ID, All-Day Battery Life — Starlight EPEAT",749.0,749.0,USD,4.7,1222.0,https://www.amazon.com/dp/B0D3J6RTCT,https://m.media-amazon.com/images/I/71uujdOqQeL._AC_UY654_QL65_.jpg,1.0,749.0,False,False,False,True,50+ bought in past month,FREE delivery Sep 20 - 23Or fastest delivery Sep 20 - 21,True,,,,,,,,,False,False,US,,,
B0BTV82GVD,"Apple 2022 iPad Pro, 12.9-inch, 128GB - Space Gray (Renewed)",609.95,609.95,USD,4.5,140.0,https://www.amazon.com/dp/B0BTV82GVD,https://m.media-amazon.com/images/I/81c+9BOQNWL._AC_UY654_QL65_.jpg,4.0,509.85,False,False,False,False,200+ bought in past month,"FREE delivery Fri, Sep 18Or fastest delivery Tomorrow, Sep 11",False,,,,,,,,,False,False,US,,,
B07XZJW2Z6,"Apple iPad mini 5th Generation (Wi-Fi + Cellular, 64GB) - Silver (Renewed)",183.99,199.99,USD,4.2,979.0,https://www.amazon.com/dp/B07XZJW2Z6,https://m.media-amazon.com/images/I/71zAbaUBNgL._AC_UY654_QL65_.jpg,16.0,179.94,False,False,True,False,400+ bought in past month,"Join Prime to get FREE delivery Tomorrow, Sep 11Or Non-members get FREE delivery Tue, Sep 15",True,,,,,,,,,False,True,US,,,
B0GRC7S9BX,"Apple iPad Pro 11-inch (M5): Ultra Retina XDR Display, 512GB, 12MP Front/Back Camera, LiDAR Scanner, Wi-Fi 7 with Apple N1 + 5G Cellular with C1X chip — Silver (Renewed)",,,USD,5.0,1.0,https://www.amazon.com/dp/B0GRC7S9BX,https://m.media-amazon.com/images/I/61bl5I+xxAL._AC_UY654_QL65_.jpg,1.0,,False,False,False,False,,"FREE delivery Thu, Sep 17Only 1 left in stock - order soon.",False,,Only 1 left in stock - order soon.,,,,,,,True,False,US,,,
B0GGJK9QJS,"2025 Apple iPad Pro (11-inch, Wi-Fi 7 with Apple N1 + 5G Cellular with C1X chip, 256GB) - Silver (Renewed)",,,USD,,0.0,https://www.amazon.com/dp/B0GGJK9QJS,https://m.media-amazon.com/images/I/61bl5I+xxAL._AC_UY654_QL65_.jpg,2.0,939.97,False,False,False,False,,"FREE delivery Tomorrow, Sep 11Only 8 left in stock - order soon.",False,,Only 8 left in stock - order soon.,,,,,,,True,False,US,,,
B0CFGG18Y4,"Apple 2022 iPad (10.9-inch, Wi-Fi, 64GB) - Silver (Renewed Premium)",339.21,339.21,USD,4.5,306.0,https://www.amazon.com/dp/B0CFGG18Y4,https://m.media-amazon.com/images/I/61A9uyV2HZL._AC_UY654_QL65_.jpg,1.0,339.21,False,False,False,False,200+ bought in past month,"FREE delivery Sat, Sep 12",True,,,,,,,,,False,False,US,,,
B01C131J58,"Apple iPad Pro (32GB, Wi-Fi, Space Gray) 12.9in Tablet (Renewed)",239.0,239.0,USD,4.2,530.0,https://www.amazon.com/dp/B01C131J58,https://m.media-amazon.com/images/I/81Wkd5lwDBL._AC_UY654_QL65_.jpg,4.0,192.0,False,False,False,False,50+ bought in past month,"FREE delivery Sat, Sep 12Or fastest delivery Tomorrow, Sep 11Only 6 left in stock - order soon.",False,,Only 6 left in stock - order soon.,,,,,,,False,False,US,,,
B0G7VB5BX8,"2025 Apple iPad Pro (13-inch, M5 chip, Wi-Fi, 256GB) - Space Black (Renewed)",,,USD,4.4,12.0,https://www.amazon.com/dp/B0G7VB5BX8,https://m.media-amazon.com/images/I/71W1m-Bj9sL._AC_UY654_QL65_.jpg,6.0,,False,False,False,False,,"FREE delivery Thu, Sep 17Only 1 left in stock - order soon.",True,,Only 1 left in stock - order soon.,,,,,,,True,False,US,,,
B07GSL21XV,Apple IPad Air 2 WI-FI 64GB Space Gray (Renewed),91.73,91.73,USD,4.2,3667.0,https://www.amazon.com/dp/B07GSL21XV,https://m.media-amazon.com/images/I/61N8VrVeFWL._AC_UY654_QL65_.jpg,11.0,61.0,False,False,False,False,100+ bought in past month,"FREE delivery Sat, Sep 12Only 16 left in stock - order soon.",False,,Only 16 left in stock - order soon.,,,,,,,False,False,US,,,
B075WXP4BN,"Apple iPad with WiFi, 32GB, Silver (2017 Model) (Renewed)",76.0,76.0,USD,3.9,597.0,https://www.amazon.com/dp/B075WXP4BN,https://m.media-amazon.com/images/I/61xjxjB23VL._AC_UY654_QL65_.jpg,22.0,74.0,False,False,True,False,300+ bought in past month,"Join Prime to get FREE delivery Tomorrow, Sep 11Or Non-members get FREE delivery Tue, Sep 15",False,,,,,,,,,False,False,US,,,
B01KAKS84E,"Apple iPad Pro 12.9in Tablet (256GB Wi-FI, Space Gray) (Renewed)",399.0,399.0,USD,4.1,2102.0,https://www.amazon.com/dp/B01KAKS84E,https://m.media-amazon.com/images/I/612-sy7INyL._AC_UY654_QL65_.jpg,2.0,172.96,False,False,False,False,,"FREE delivery Mon, Sep 14Or fastest delivery Tomorrow, Sep 11Only 7 left in stock - order soon.",True,,Only 7 left in stock - order soon.,,,,,,,False,False,US,,,
B0GR2TN9NW,"Apple iPad Pro (M5, 11-inch, 2025), 512GB, Wi-Fi + Cellular, Space Black (Renewed Premium)",,,USD,4.0,1.0,https://www.amazon.com/dp/B0GR2TN9NW,https://m.media-amazon.com/images/I/61MuRiWjWvL._AC_UY654_QL65_.jpg,1.0,,False,False,False,False,,"FREE delivery Sat, Sep 12Or fastest delivery Tomorrow, Sep 11",True,,,Save 5% with coupon,,,,,,True,False,US,,,
B0BJLBKMV8,"Apple iPad Pro 11-inch (4th Generation): with M2 chip, Liquid Retina Display, 128GB, Wi-Fi 6E, 12MP front/12MP and 10MP Back Cameras, Face ID, All-Day Battery Life – Space Gray EPEAT",,,,4.8,1616.0,https://www.amazon.com/dp/B0BJLBKMV8,https://m.media-amazon.com/images/I/81gC7frRJyL._AC_UY654_QL65_.jpg,1.0,,False,False,False,True,,,False,,,,,,,,,True,False,US,,,
B074PWW6NS,Apple iPad 9.7inch with WiFi 32GB- Space Gray (2017 Model) (Renewed),81.99,81.99,USD,4.5,12016.0,https://www.amazon.com/dp/B074PWW6NS,https://m.media-amazon.com/images/I/61eT9rYxfSL._AC_UY654_QL65_.jpg,22.0,67.0,False,False,False,False,500+ bought in past month,"FREE delivery Wed, Sep 16",False,,,,,,,,,False,False,US,,,
B0DZ8MGFHG,"Apple 2024 iPad Air, 11-inch, WiFi + Cellular, 256GB, Space Gray (Renewed Premium)",586.0,696.47,USD,5.0,1.0,https://www.amazon.com/dp/B0DZ8MGFHG,https://m.media-amazon.com/images/I/41xT5b6oaCL._AC_UY500_QL65_.jpg,1.0,586.0,False,False,True,False,,"Join Prime to get FREE delivery Sat, Sep 12Or Non-members get FREE delivery Tue, Sep 15",False,,,,,,,,,False,True,US,,,
B095S3PRGV,"Apple 2021 iPad 11-inch, Wi-Fi, 128GB - Silver (Renewed)",449.0,449.0,USD,4.4,1135.0,https://www.amazon.com/dp/B095S3PRGV,https://m.media-amazon.com/images/I/81BoZnnIE8L._AC_UY654_QL65_.jpg,4.0,419.84,False,False,False,False,,"FREE delivery Sat, Sep 12Or fastest delivery Tomorrow, Sep 11Only 1 left in stock - order soon.",True,,Only 1 left in stock - order soon.,,,,,,,False,False,US,,,
B0D4XG7DVX,"Apple iPad Pro 2024 (13-inch, Wi-Fi, 1TB) Nano-Texture Glass- Space Black (Renewed)",,,USD,4.1,7.0,https://www.amazon.com/dp/B0D4XG7DVX,https://m.media-amazon.com/images/I/61-UG67gNaL._AC_UY654_QL65_.jpg,1.0,,False,False,False,False,,"FREE delivery Mon, Sep 14Only 13 left in stock - order soon.",False,,Only 13 left in stock - order soon.,,,,,,,True,False,US,,,
B0F639ZJKV,"Apple iPad, 2025 with A16 Chip (11-inch, Wi-Fi + Cellular, 128GB) - Silver (Renewed)",449.99,449.99,USD,4.2,54.0,https://www.amazon.com/dp/B0F639ZJKV,https://m.media-amazon.com/images/I/51Qwz7CNMqL._AC_UY654_QL65_.jpg,5.0,393.0,False,False,False,False,,"FREE delivery Tue, Sep 15Only 7 left in stock - order soon.",False,,Only 7 left in stock - order soon.,,,,,,,False,False,US,,,
B07Q6VVDK1,"Apple iPad Pro (12.9-inch, Wi-Fi, 64GB) - Silver (2018) (Renewed)",309.95,309.95,USD,4.4,150.0,https://www.amazon.com/dp/B07Q6VVDK1,https://m.media-amazon.com/images/I/514bS4zwEwL._AC_UY654_QL65_.jpg,1.0,309.95,False,False,False,False,,"FREE delivery Tomorrow, Sep 11Only 1 left in stock - order soon.",False,,Only 1 left in stock - order soon.,,,,,,,False,False,US,,,
B0725LCLYQ,"Apple iPad 9.7&#x27; with WiFi, 32GB, Space Gray - MP2F2LL/A (Renewed)",87.99,87.99,USD,4.2,1385.0,https://www.amazon.com/dp/B0725LCLYQ,https://m.media-amazon.com/images/I/61eT9rYxfSL._AC_UY654_QL65_.jpg,17.0,69.0,False,False,True,False,500+ bought in past month,"Join Prime to get FREE delivery Tomorrow, Sep 11Or Non-members get FREE delivery Tue, Sep 15",False,,,,,,,,,False,False,US,,,
B0F5CJD5DZ,"Apple 2024 iPad Air 11-inch, Wi-Fi, 128GB - Space Gray (Renewed Premium)",475.0,475.0,USD,4.5,102.0,https://www.amazon.com/dp/B0F5CJD5DZ,https://m.media-amazon.com/images/I/71fqqBfJCIL._AC_UY654_QL65_.jpg,2.0,432.25,False,False,True,False,50+ bought in past month,"Join Prime to get FREE delivery Tomorrow, Sep 11Or Non-members get FREE delivery Tue, Sep 15",True,,,,,,,,,False,False,US,,,
B07VN8KXSQ,"2019 Apple iPad Air (10.5-inch, WiFi, 256GB) - Gold (Renewed)",249.0,249.0,USD,4.3,221.0,https://www.amazon.com/dp/B07VN8KXSQ,https://m.media-amazon.com/images/I/71TRlNPprvL._AC_UY654_QL65_.jpg,1.0,249.0,False,False,False,False,,"FREE delivery Sat, Sep 12Only 1 left in stock - order soon.",False,,Only 1 left in stock - order soon.,,,,,,,False,False,US,,,
B00OMS8NMI,Apple iPad Air 2 16GB Gold Wi-Fi MH0W2HC/A (Refurbished),79.0,79.0,USD,3.7,85.0,https://www.amazon.com/dp/B00OMS8NMI,https://m.media-amazon.com/images/I/61AK3IeXApL._AC_UY654_QL65_.jpg,8.0,68.0,False,False,False,False,100+ bought in past month,"FREE delivery Sat, Sep 12Only 3 left in stock - order soon.",False,,Only 3 left in stock - order soon.,,,,,,,False,False,US,,,
B078J5RGN4,"Apple 2017 iPad 9.7-inch, WiFi + Cellular, 32GB - Silver (Renewed)",86.99,86.99,USD,3.9,941.0,https://www.amazon.com/dp/B078J5RGN4,https://m.media-amazon.com/images/I/617WNjzQHsL._AC_UY654_QL65_.jpg,14.0,84.99,False,False,True,False,100+ bought in past month,"Join Prime to get FREE delivery Today 5 PM - 10 PMOr Non-members get FREE delivery Tue, Sep 15",False,,,,,,,,,False,False,US,,,
B07PZF2PKZ,"2019 Apple iPad Air (10.5- inch, WiFi + Cellular, 64GB) - Gold (Renewed Premium)",159.0,159.0,USD,3.9,35.0,https://www.amazon.com/dp/B07PZF2PKZ,https://m.media-amazon.com/images/I/61C-IrRLOEL._AC_UY654_QL65_.jpg,1.0,159.0,False,False,True,False,100+ bought in past month,"Join Prime to get FREE delivery Sat, Sep 12Or Non-members get FREE delivery Tue, Sep 15",True,,,,,,,,,False,False,US,,,
B0DYPX3LJ6,"Samsung Galaxy Tab S10 FE w/S-Pen | 128GB, 8GB RAM, Wi-Fi Only | 10.9” LCD, WiFi 6E Android 15 Tablet, 4K Camera | International Model X520 | 25W Fast Charger Bundle (Gray)",379.99,379.99,USD,4.3,767.0,https://www.amazon.com/dp/B0DYPX3LJ6,https://m.media-amazon.com/images/I/51GqAG8s7iL._AC_UY654_QL65_.jpg,11.0,379.0,False,False,True,False,400+ bought in past month,"Join Prime to get FREE delivery Today 5 PM - 10 PMOr Non-members get FREE delivery Tue, Sep 15",True,,,,,,,,,False,False,US,,,
B07CJWXRP1,"Apple iPad with WiFi, 128GB, Silver (2017 Model) (Renewed)",104.0,109.0,USD,4.4,93.0,https://www.amazon.com/dp/B07CJWXRP1,https://m.media-amazon.com/images/I/61l2e3wkx8L._AC_UY654_QL65_.jpg,1.0,104.0,False,False,False,False,50+ bought in past month,FREE delivery Sep 14 - 16Only 4 left in stock - order soon.,False,,Only 4 left in stock - order soon.,,,,,,,False,True,US,,,
B0B61S81VX,"Apple iPad Air 10.9-inch, Wi-Fi + Cellular, 256GB - Starlight (Renewed)",384.99,384.99,USD,4.4,29.0,https://www.amazon.com/dp/B0B61S81VX,https://m.media-amazon.com/images/I/616KvV02-YL._AC_UY654_QL65_.jpg,1.0,384.99,False,False,False,False,,FREE delivery Sep 21 - 24Or fastest delivery Sep 21 - 22,False,,,,,,,,,False,False,US,,,
B0GJ4ZP1P9,"Apple iPad Pro with Apple M5 Chip (11-inch, Wi-Fi + Cellular, 1TB Storage) - Nano-Texture Glass, Space Black (Renewed)",,,USD,,0.0,https://www.amazon.com/dp/B0GJ4ZP1P9,https://m.media-amazon.com/images/I/61M8XbRoU3L._AC_UY654_QL65_.jpg,1.0,,False,False,False,False,,"FREE delivery Sat, Sep 12Or fastest delivery Tomorrow, Sep 11",True,,,Save 5% with coupon,,,,,,True,False,US,,,
B00TREI0D4,"Apple iPad Air 2, 16 GB, Space Gray (Renewed)",71.0,75.0,USD,4.2,3639.0,https://www.amazon.com/dp/B00TREI0D4,https://m.media-amazon.com/images/I/61ufQeEma5L._AC_UY654_QL65_.jpg,8.0,63.0,False,False,False,False,300+ bought in past month,"FREE delivery Fri, Sep 18Or fastest delivery Tomorrow, Sep 11Only 6 left in stock - order soon.",False,,Only 6 left in stock - order soon.,,,,,,,False,True,US,,,
B0D4XCJPY2,"Apple 2024 iPad Air (11-inch, Wi-Fi, 256GB) - Blue (Renewed)",509.95,509.95,USD,4.0,12.0,https://www.amazon.com/dp/B0D4XCJPY2,https://m.media-amazon.com/images/I/713PztTk0dL._AC_UY654_QL65_.jpg,5.0,479.0,False,False,True,False,,"Join Prime to get FREE delivery Today 5 PM - 10 PMOr Non-members get FREE delivery Tue, Sep 15",False,,,,,,,,,False,False,US,,,
B07DW3W64Y,"Apple MGKL2LL/A iPad Air 2 64GB, Wi-Fi, (Space Gray) (Renewed)",97.99,97.99,USD,4.2,1958.0,https://www.amazon.com/dp/B07DW3W64Y,https://m.media-amazon.com/images/I/61Z2ju7qZjL._AC_UY654_QL65_.jpg,7.0,79.99,False,False,False,False,100+ bought in past month,"FREE delivery Sat, Sep 12Only 3 left in stock - order soon.",False,,Only 3 left in stock - order soon.,,,,,,,False,False,US,,,
B0H7LNKQ37,"Apple iPad Air 2026 with Apple M4 Chip (11-inch, Wi-Fi, 128GB) - Space Gray (Renewed)",619.0,729.0,USD,,0.0,https://www.amazon.com/dp/B0H7LNKQ37,https://m.media-amazon.com/images/I/71oepHm9ALL._AC_UY654_QL65_.jpg,1.0,619.0,False,False,False,False,,FREE delivery Sep 15 - 16,True,,,,,,,,,False,True,US,,,
B0DZ76BN5D,"Apple iPad Air 11-inch with M3 chip Built for Apple Intelligence, Liquid Retina Display, 128GB, 12MP Front/Back Camera, Wi-Fi 6E, Touch ID, All-Day Battery Life — Space Gray EPEAT",,,,4.8,4739.0,https://www.amazon.com/dp/B0DZ76BN5D,https://m.media-amazon.com/images/I/710GQJJHx2L._AC_UY654_QL65_.jpg,1.0,,False,False,False,True,,,True,,,,,,,,,True,False,US,,,
B07F93611L,"Apple iPad 9.7-inch Retina Display with WIFI, 32GB, Touch ID, 2017 Mode - Space Gray (Renewed)",86.0,86.0,USD,4.4,2731.0,https://www.amazon.com/dp/B07F93611L,https://m.media-amazon.com/images/I/61eT9rYxfSL._AC_UY654_QL65_.jpg,21.0,77.9,False,False,False,False,200+ bought in past month,"FREE delivery Sat, Sep 12",False,,,,,,,,,False,False,US,,,
B07SZRHG1T,"Apple iPad Pro (12.9-inch, Wi-Fi, 256GB) - Space Gray (Renewed)",439.04,439.04,USD,4.5,432.0,https://www.amazon.com/dp/B07SZRHG1T,https://m.media-amazon.com/images/I/61sb3nDVwJL._AC_UY654_QL65_.jpg,1.0,439.04,False,False,False,False,,"FREE delivery Sat, Sep 12",False,,,,,,,,,False,False,US,,,
B0797XXJ1L,"Apple iPad with WiFi, 128GB, Gold (2017 Model) (Renewed)",104.99,120.85,USD,3.8,18.0,https://www.amazon.com/dp/B0797XXJ1L,https://m.media-amazon.com/images/I/71eypQDLFjL._AC_UY654_QL65_.jpg,4.0,79.0,False,False,False,False,,"FREE delivery Sep 17 - 23Or fastest delivery Fri, Sep 18Only 1 left in stock - order soon.",False,,Only 1 left in stock - order soon.,,,,,,,False,True,US,,,
B078D6S5PX,"Apple 2017 iPad Pro (10.5-inch, Wi-Fi, 64GB) - Space Gray (Renewed)",191.62,191.62,USD,4.2,3172.0,https://www.amazon.com/dp/B078D6S5PX,https://m.media-amazon.com/images/I/71-VvaNc1ML._AC_UY654_QL65_.jpg,4.0,95.0,False,False,False,False,,"FREE delivery Sat, Sep 12Or fastest delivery Tomorrow, Sep 11Only 1 left in stock - order soon.",True,,Only 1 left in stock - order soon.,,,,,,,False,False,US,,,
B0BGMRVGVC,Apple iPad Pro 11-inch (3nd Gen.) - 128GB - WiFi - Space Gray (Renewed Premium),699.0,699.0,USD,4.1,84.0,https://www.amazon.com/dp/B0BGMRVGVC,https://m.media-amazon.com/images/I/817ASgABwHS._AC_UY654_QL65_.jpg,2.0,432.14,False,False,False,False,,"FREE delivery Sat, Sep 12Only 1 left in stock - order soon.",True,,Only 1 left in stock - order soon.,,,,,,,False,False,US,,,
B078D6JNGB,"Apple iPad Pro 12.9in 64GB WiFi Only, Space Grey (Renewed)",209.99,209.99,USD,4.4,1104.0,https://www.amazon.com/dp/B078D6JNGB,https://m.media-amazon.com/images/I/61dVFfAPoyL._AC_UY654_QL65_.jpg,5.0,204.0,False,False,False,False,,"FREE delivery Wed, Sep 16Only 1 left in stock - order soon.",True,,Only 1 left in stock - order soon.,,,,,,,False,False,US,,,
B01C131M6E,"Apple iPad Pro (128GB, Wi-Fi, Space Gray) 12.9in Tablet (Renewed)",299.0,299.0,USD,4.1,1520.0,https://www.amazon.com/dp/B01C131M6E,https://m.media-amazon.com/images/I/71GbIAqFpWL._AC_UY654_QL65_.jpg,3.0,189.0,False,False,False,False,,"FREE delivery Sat, Sep 12Or fastest delivery Tomorrow, Sep 11",False,,,,,,,,,False,False,US,,,
B09G9FW785,"Apple iPad mini (6th Generation): A15 Bionic, 8.3-inch Liquid Retina Display, 64GB, Wi-Fi 6, 12MP front/12MP Back Camera, Touch ID, All-Day Battery Life – Purple EPEAT",469.09,499.0,USD,4.8,10487.0,https://www.amazon.com/dp/B09G9FW785,https://m.media-amazon.com/images/I/71xAVVHscdL._AC_UY654_QL65_.jpg,1.0,469.09,False,False,False,True,,"FREE delivery Tomorrow, Sep 11Only 1 left in stock - order soon.",True,,Only 1 left in stock - order soon.,,,,,,,False,True,US,,,
B06XRTYRKM,"Apple iPad Air 2 9.7-Inch, 32GB Tablet (Gold) (Renewed)",87.18,87.18,USD,4.4,429.0,https://www.amazon.com/dp/B06XRTYRKM,https://m.media-amazon.com/images/I/61AK3IeXApL._AC_UY654_QL65_.jpg,8.0,74.99,False,False,False,False,,"FREE delivery Sat, Sep 12Only 3 left in stock - order soon.",False,,Only 3 left in stock - order soon.,,,,,,,False,False,US,,,
B07VFKM28L,"Apple iPad Pro 3rd Gen (12.9-inch, Wi-Fi + Cellular, 1TB) - Space Gray (Renewed)",439.85,439.85,USD,4.5,154.0,https://www.amazon.com/dp/B07VFKM28L,https://m.media-amazon.com/images/I/61ZYtF-byGL._AC_UY654_QL65_.jpg,1.0,439.85,False,False,False,False,,FREE delivery Sep 14 - 16Only 1 left in stock - order soon.,False,,Only 1 left in stock - order soon.,,,,,,,False,False,US,,,
B078HZKF9Y,Apple iPad Pro 2 10.5 512GB WiFi MPGH2LL/A Space Gray A1701 (Renewed),289.0,289.0,USD,4.3,154.0,https://www.amazon.com/dp/B078HZKF9Y,https://m.media-amazon.com/images/I/51oP7rWVsML._AC_UY654_QL65_.jpg,1.0,289.0,False,False,False,False,,"FREE delivery Sat, Sep 12Or fastest delivery Tomorrow, Sep 11",False,,,,,,,,,False,False,US,,,
B07G3FQKQN,Apple Renewed iPad Air 2 - 128GB - Space Grey (Renewed),118.0,118.0,USD,4.1,1293.0,https://www.amazon.com/dp/B07G3FQKQN,https://m.media-amazon.com/images/I/61XbcZWxKAL._AC_UY654_QL65_.jpg,3.0,75.0,False,False,False,False,,FREE delivery Sep 21 - 25Or fastest delivery Sep 21 - 23,True,,,,,,,,,False,False,US,,,
B0GFQ8K1X8,"Apple iPad (6th Generation, 9.7-inch, 2018), 32GB, Wi-Fi + Cellular, Silver (Renewed)",87.99,87.99,USD,4.4,102.0,https://www.amazon.com/dp/B0GFQ8K1X8,https://m.media-amazon.com/images/I/611t8KTCFeL._AC_UY654_QL65_.jpg,7.0,84.99,False,False,False,False,50+ bought in past month,"FREE delivery Sat, Sep 12Or fastest delivery Tomorrow, Sep 11",False,,,,,,,,,False,False,US,,,
B0BJLFH8RC,"Apple Magic Keyboard Folio: iPad Keyboard and case for iPad (A16 and 10th Generation), Detachable Two-Piece Design that attaches magnetically, Built-in trackpad, US English – White",175.0,249.0,USD,4.4,1322.0,https://www.amazon.com/dp/B0BJLFH8RC,https://m.media-amazon.com/images/I/71++yARjN+L._AC_UY654_QL65_.jpg,5.0,150.61,False,False,True,False,2K+ bought in past month,"Join Prime to get FREE delivery Tomorrow, Sep 11Or Non-members get FREE delivery Tue, Sep 15",False,,,,,,,,,False,True,US,,,
B0DZJ6W3Y1,"Apple 2024 iPad Air (13-inch, Wi-Fi, 128GB) - Space Gray (Renewed Premium)",730.63,730.63,USD,4.5,40.0,https://www.amazon.com/dp/B0DZJ6W3Y1,https://m.media-amazon.com/images/I/71E02TiM94L._AC_UY654_QL65_.jpg,1.0,730.63,False,False,False,False,50+ bought in past month,"FREE delivery Tue, Sep 15Or fastest delivery Mon, Sep 14",True,,,,,,,,,False,False,US,,,
B0GR6F3NC9,"Apple 2026 MacBook Neo 13-inch Laptop with A18 Pro chip: Built for AI and Apple Intelligence, Liquid Retina Display, 8GB Unified Memory, 512GB SSD Storage, 1080p FaceTime HD Camera, Touch ID; Citrus",789.0,789.0,USD,4.8,1300.0,https://www.amazon.com/dp/B0GR6F3NC9,https://m.media-amazon.com/images/I/61yHzuw8VBL._AC_UY654_QL65_.jpg,1.0,789.0,False,False,True,False,2K+ bought in past month,"Join Prime to get FREE delivery Sat, Sep 12Or Non-members get FREE delivery Tue, Sep 15",True,,,,,,,,,False,False,US,,,
